編號,義項,語句編號,語句,語句TL,語句POJ,音檔,語句翻譯,語句翻譯POJ
29422,23059,1,伊生成懦懦，看伊做代誌予人活欲急死。,"I senn-sîng nōo-nōo, khuànn i tsò tāi-tsì hōo lâng ua̍h-beh kip--sí.","I seⁿ-sêng nō͘-nō͘, khòaⁿ i chò tāi-chì hō͘ lâng oa̍h-beh kip--sí.",29422-1-1.mp3,他天生慢性子，看他做事真是急死人了。,
29422,23060,1,伊個性懦懦，拄著僫解決的代誌，就勼轉去矣。,"I kò-sìng nōo-nōo, tú-tio̍h oh kái-kuat ê tāi-tsì, tō kiu--tńg-khì--ah.","I kò-sèng nō͘-nō͘, tú-tio̍h oh kái-koat ê tāi-chì, tō kiu--tńg-khì--ah.",29422-2-1.mp3,他個性軟弱退縮，遇到難解決的事情就龜縮回去了。,
29423,23061,1,伊的肌膚驚曝日，一下曝就烏趖趖。,"I ê ki-hu kiann pha̍k-ji̍t, tsi̍t-ē pha̍k tō oo-sô-sô.","I ê ki-hu kiaⁿ pha̍k-ji̍t, chi̍t-ē pha̍k tō o͘-sô-sô.",29423-1-1.mp3,他的皮膚很怕曬太陽，一曬就非常地黑。,
29423,23062,1,伊本底瘦枝落葉，經過調養，這馬已經較有肌膚矣。,"I pún-té sán-ki-lo̍h-hio̍h, king-kuè tiâu-ióng, tsit-má í-king khah ū ki-hu--ah.","I pún-té sán-ki-lo̍h-hio̍h, keng-kòe tiâu-ióng, chit-má í-keng khah ū ki-hu--ah.",29423-2-1.mp3,他本來衰弱消瘦，經過調理，現在已經健壯起來了。,
29428,23063,1,有偌濟力，就做偌濟代誌，千萬毋通逞性。,"Ū guā-tsē la̍t, tō tsò guā-tsē tāi-tsì, tshian-bān m̄-thang thíng-sìng.","Ū gōa-chē la̍t, tō chò gōa-chē tāi-chì, chhian-bān m̄-thang théng-sèng.",29428-1-1.mp3,凡事量力而為，千萬不可逞強。,
29428,23064,1,逞性的人較歹鬥陣。,Thíng-sìng ê lâng khah pháinn tàu-tīn.,Théng-sèng ê lâng khah pháiⁿ tàu-tīn.,29428-2-1.mp3,任性的人較難相處。,
29428,23065,1,你甲得著好處著愛知足矣，莫傷逞性，閣欲要求遐濟。,"Lí kah tit-tio̍h hó-tshù tio̍h-ài ti-tsiok--ah, mài siunn thíng-sìng, koh beh iau-kiû hiah tsē.","Lí kah tit-tio̍h hó-chhù tio̍h-ài ti-chiok--ah, mài siuⁿ théng-sèng, koh beh iau-kiû hiah chē.",29428-3-1.mp3,你既然得到好處就要知足了，別再得寸進尺，貪求更多。,
29430,23066,1,伊頂半身穿白衫，下半身配烏裙，看著誠大範。,"I tíng-puànn-sin tshīng pe̍h sann, ē-puànn-sin phuè oo kûn, khuànn tio̍h tsiânn tuā-pān.","I téng-pòaⁿ-sin chhēng pe̍h saⁿ, ē-pòaⁿ-sin phòe o͘ kûn, khòaⁿ tio̍h chiâⁿ tōa-pān.",29430-1-1.mp3,他上半身穿白襯衫，下半身搭黑裙，看起來很大方。,
29431,23067,1,物件用了愛囥轉去原位，才袂一四界散掖掖。,"Mi̍h-kiānn īng-liáu ài khǹg tńg-khì guân-uī, tsiah bē tsi̍t-sì-kè suànn-iā-iā.","Mi̍h-kiāⁿ ēng-liáu ài khǹg tńg-khì goân-ūi, chiah bē chi̍t-sì-kè sòaⁿ-iā-iā.",29431-1-1.mp3,物品使用後要放回原位，才不會到處一片凌亂。,
29432,23068,1,破病著愛去揣醫生，毋通想講食符仔水就會好。,"Phuà-pēnn tio̍h-ài khì tshuē i-sing, m̄-thang siūnn-kóng tsia̍h hû-á-tsuí tō ē hó.","Phòa-pēⁿ tio̍h-ài khì chhōe i-seng, m̄-thang siūⁿ-kóng chia̍h hû-á-chúi tō ē hó.",29432-1-1.mp3,生病就要去看醫生，不要想說喝符水就會好。,
29433,23069,1,這氣的果子大豐收。,Tsit-khuì ê kué-tsí tuā hong-siu.,Chit-khùi ê kóe-chí tōa hong-siu.,29433-1-1.mp3,這次的水果大豐收。,
29433,23069,2,這氣生理歹做，這條街仔有幾若間店頭攏收起來矣。,"Tsit-khuì sing-lí pháinn tsò, tsit tiâu ke-á ū kuí-nā king tiàm-thâu lóng siu--khí-lâi--ah.","Chit-khùi seng-lí pháiⁿ chò, chit tiâu ke-á ū kúi-nā keng tiàm-thâu lóng siu--khí-lâi--ah.",29433-1-2.mp3,最近生意難做，這條街上有好幾家商店都不做了。,
29437,23070,1,海豬仔泅足歹學的，毋過咧泅的姿勢真媠。,"Hái-ti-á-siû tsiok pháinn o̍h--ê, m̄-koh teh siû ê tsu-sè tsin suí.","Hái-ti-á-siû chiok pháiⁿ o̍h--ê, m̄-koh teh siû ê chu-sè chin súi.",29437-1-1.mp3,蝶泳很難學，不過游起來的姿勢很優美。,
29440,23071,1,寒人的霜風誠透，致使肉砧的肉落尾攏堅風去矣。,"Kuânn--lâng ê sng-hong tsiânn thàu, tì-sú bah-tiam ê bah lo̍h-bué lóng kian-hong--khì--ah.","Kôaⁿ--lâng ê sng-hong chiâⁿ thàu, tì-sú bah-tiam ê bah lo̍h-bóe lóng kian-hong--khì--ah.",29440-1-1.mp3,冬天的冷風風勢很強，以至於豬肉店的肉最後都風乾變硬了。,
29441,23072,1,伊這擺鉸頭鬃順紲拍層，規个人看著閣較有氣質矣。,"I tsit pái ka thâu-tsang sūn-suà phah-tsân, kui-ê lâng khuànn tio̍h koh-khah ū khì-tsit--ah.","I chit pái ka thâu-chang sūn-sòa phah-chân, kui-ê lâng khòaⁿ tio̍h koh-khah ū khì-chit--ah.",29441-1-1.mp3,他這次剪頭髮順便打層次，整個人看起來更有氣質了。,
29442,23073,1,起厝欲用的紅毛塗運到位矣，咱做伙來去共𪜶鬥起貨。,"Khí-tshù beh iōng ê âng-mn̂g-thôo ūn kàu-uī--ah, lán tsò-hué lâi-khì kā in tàu khí-huè.","Khí-chhù beh iōng ê âng-mn̂g-thô͘ ūn kàu-ūi--ah, lán chò-hóe lâi-khì kā in tàu khí-hòe.",29442-1-1.mp3,蓋房屋要用的水泥已經到貨了，我們一起去幫他們卸貨。,
29444,23074,1,伊毋知拄著啥物代誌？規工按呢欲哭欲𥍉，看著實在足毋甘的。,"I m̄ tsai tú-tio̍h siánn-mih tāi-tsì? Kui-kang án-ne beh-khàu-beh-nih, khuànn tio̍h si̍t-tsāi tsiok m̄-kam--ê.","I m̄ chai tú-tio̍h siáⁿ-mih tāi-chì? Kui-kang án-ne beh-khàu-beh-nih, khòaⁿ tio̍h si̍t-chāi chiok m̄-kam--ê.",29444-1-1.mp3,不知道他究竟怎麼了？成天那種隨時要哭的樣子，讓人看了十分心疼。,
29445,23075,1,伊一下入門無分無會就共我罵，實在袂堪得氣。,"I tsi̍t-ē ji̍p-mn̂g bô-hun-bô-huē tō kā guá mē, si̍t-tsāi bē-kham-tit khì.","I chi̍t-ē ji̍p-mn̂g bô-hun-bô-hōe tō kā góa mē, si̍t-chāi bē-kham-tit khì.",29445-1-1.mp3,他一進門不分青紅皂白就罵我，實在是氣不過。,
29445,23075,2,伊無分無會雄雄就離開，敢是發生啥物代誌矣？,"I bô-hun-bô-huē hiông-hiông tō lī-khui, kám-sī huat-sing siánn-mih tāi-tsì--ah?","I bô-hun-bô-hōe hiông-hiông tō lī-khui, kám-sī hoat-seng siáⁿ-mih tāi-chì--ah?",29445-1-2.mp3,他沒知會一聲突然就離開，會不會是發生什麼事情了？,
29448,23076,1,阿母當咧用伊新買來的平鼎仔炒菜。,A-bú tng-teh īng i sin bé--lâi ê pênn-tiánn-á tshá tshài.,A-bú tng-teh ēng i sin bé--lâi ê pêⁿ-tiáⁿ-á chhá chhài.,29448-1-1.mp3,媽媽正在用他新買的平底鍋炒菜。,
29449,23077,1,今地球頂懸昆蟲的種類通講是百百種，咱攏捌袂了呢。,"Tann tē-kiû tíng-kuân khun-thiông ê tsióng-luī thang kóng sī pah-pah-tsióng, lán lóng bat bē liáu--neh.","Taⁿ tē-kiû téng-koân khun-thiông ê chióng-lūi thang kóng sī pah-pah-chióng, lán lóng bat bē liáu--neh.",29449-1-1.mp3,現今地球上昆蟲的種類可以說是百百種，我們都認識不完呢。,
29450,23078,1,這馬鈴薯片烘甲酥酥閣芳芳，食著有夠紲喙。,"Tse má-lîng-tsî-phìnn hang kah soo-soo koh phang-phang, tsia̍h tio̍h ū-kàu suà-tshuì.","Che má-lêng-chî-phìⁿ hang kah so͘-so͘ koh phang-phang, chia̍h tio̍h ū-kàu sòa-chhùi.",29450-1-1.mp3,這洋芋片烤得又脆又香，讓人一片接一片停不下來。,
29452,23079,1,這條新橋貫串兩个鄉鎮的交通要道，並往過加真利便。,"Tsit tiâu sin kiô kuàn-tshuàn nn̄g ê hiong-tìn ê kau-thong iàu-tō, phīng íng-kuè ke tsin lī-piān.","Chit tiâu sin kiô koàn-chhoàn nn̄g ê hiong-tìn ê kau-thong iàu-tō, phēng éng-kòe ke chin lī-piān.",29452-1-1.mp3,這座橋連貫這兩個鄉鎮的交通要道，比以前便利許多。,
29452,23080,1,這陣上衝，少年家仔上愛看的這齣新劇，自頭到尾演甲真貫串。,"Tsit-tsūn siōng tshìng, siàu-liân-ke-á siōng ài khuànn ê tsit tshut sin-kio̍k, tsū-thâu-kàu-bué ián kah tsin kuàn-tshuàn.","Chit-chūn siōng chhèng, siàu-liân-ke-á siōng ài khòaⁿ ê chit chhut sin-kio̍k, chū-thâu-kàu-bóe ián kah chin koàn-chhoàn.",29452-2-1.mp3,現在最流行，年輕人最喜愛看的這齣話劇，從頭到尾演得非常流暢。,
29452,23081,1,張老師貫串畫水彩畫，佇學校內底無人佮伊會比得。,"Tiunn lāu-su kuàn-tshuàn uē tsuí-tshái-uē, tī ha̍k-hāu lāi-té bô lâng kah i ē-pí--tit.","Tiuⁿ lāu-su koàn-chhoàn ōe chúi-chhái-ōe, tī ha̍k-hāu lāi-té bô lâng kah i ē-pí--tit.",29452-3-1.mp3,張老師擅長畫水彩畫，在學校裡面無人能與他比擬。,
29455,23082,1,流行性感冒病毒的暗作期大約是一工到三工。,Liû-hîng-sìng kám-mōo pēnn-to̍k ê àm-tsoh-kî tāi-iok sī tsi̍t kang kàu sann kang.,Liû-hêng-sèng kám-mō͘ pēⁿ-to̍k ê àm-choh-kî tāi-iok sī chi̍t kang kàu saⁿ kang.,29455-1-1.mp3,流行性感冒病毒的潛伏期大約是一至三天。,
29456,23084,1,社會愛分工，𠢕的人使喙，普通人出力，運作才會順序。,"Siā-huē ài hun-kang, gâu ê lâng sái-tshuì, phóo-thong lâng tshut-la̍t, ūn-tsok tsiah ē sūn-sī.","Siā-hōe ài hun-kang, gâu ê lâng sái-chhùi, phó͘-thong lâng chhut-la̍t, ūn-chok chiah ē sūn-sī.",29456-1-1.mp3,社會需要分工，能力強的人指揮，普通人出力，運作才會順暢。,
29460,23085,1,這款細項代誌閣著愛經理出面來擔帶，今公司遐的幹部敢攏無才調解決是毋？,"Tsit khuán sè hāng tāi-tsì koh tio̍h-ài king-lí tshut-bīn lâi tam-tài, tann kong-si hia-ê kàn-pōo kám lóng bô tsâi-tiāu kái-kuat sī--m̄?","Chit khoán sè hāng tāi-chì koh tio̍h-ài keng-lí chhut-bīn lâi tam-tài, taⁿ kong-si hia-ê kàn-pō͘ kám lóng bô châi-tiāu kái-koat sī--m̄?",29460-1-1.mp3,這種小事情還要經理出面來負責，現在公司的那些幹部難道都沒辦法解決嗎？,
29461,23086,1,伊講的彼件代誌傷過譀古，你莫聽伊佇遐咧敲虎𡳞。,"I kóng ê hit kiānn tāi-tsì siunn kuè hàm-kóo, lí mài thiann i tī hia teh khà-hóo-lān.","I kóng ê hit kiāⁿ tāi-chì siuⁿ kòe hàm-kó͘, lí mài thiaⁿ i tī hia teh khà-hó͘-lān.",29461-1-1.mp3,他說的那件事太過荒謬，你別聽他在那裡胡說。,
29462,23087,1,你按呢噱噱叫會共人吵著。,Lí án-ne kia̍k-kia̍k-kiò ē kā lâng tshá--tio̍h.,Lí án-ne kia̍k-kia̍k-kiò ē kā lâng chhá--tio̍h.,29462-1-1.mp3,你如此聒噪會吵到別人。,
29462,23087,2,彼隻蟮蟲仔佇壁頂吼甲噱噱叫。,Hit tsiah siān-thâng-á tī piah-tíng háu kah kia̍k-kia̍k-kiò.,Hit chiah siān-thâng-á tī piah-téng háu kah kia̍k-kia̍k-kiò.,29462-1-2.mp3,那隻壁虎在牆壁上叫得很大聲。,
29464,23088,1,這改風颱做大水，彼條溪仔的駁岸就按呢崩駁去。,"Tsit kái hong-thai tsò-tuā-tsuí, hit tiâu khe-á ê poh-huānn tsiū-án-ne pang-poh--khì.","Chit kái hong-thai chò-tōa-chúi, hit tiâu khe-á ê poh-hōaⁿ chiū-án-ne pang-poh--khì.",29464-1-1.mp3,颱風造成水災，那條溪流的堤防因而潰堤了。,
29466,23090,1,伊當咧無閒摘抄通過檢定的名單。,I tng-teh bô-îng tiah-tshau thong-kuè kiám-tīng ê miâ-tuann.,I tng-teh bô-êng tiah-chhau thong-kòe kiám-tēng ê miâ-toaⁿ.,29466-1-1.mp3,他正忙著摘錄通過檢定的名單。,
29469,23091,1,寒流一下來，生凊風鑽入骨縫，予人強欲接載袂牢。,"Hân-liû tsi̍t-ē lâi, tshenn-tshìn-hong tsǹg-ji̍p kut-phāng, hōo lâng kiōng-beh tsih-tsài bē tiâu.","Hân-liû chi̍t-ē lâi, chheⁿ-chhìn-hong chǹg-ji̍p kut-phāng, hō͘ lâng kiōng-beh chih-chài bē tiâu.",29469-1-1.mp3,寒流一來，冷風刺入骨頭的縫隙，讓人快要支撐不住。,
29473,23092,1,現代人講究健康佮環保，開始食清菜的人那來那濟。,"Hiān-tāi-lâng káng-kiù kiān-khong kah khuân-pó, khai-sí tsia̍h tshing-tshài ê lâng ná lâi ná tsē.","Hiān-tāi-lâng káng-kiù kiān-khong kah khoân-pó, khai-sí chia̍h chheng-chhài ê lâng ná lâi ná chē.",29473-1-1.mp3,現代人講求健康與環保，開始吃素的人口越來越多。,
29477,23093,1,頭殼若咧楞的時，共手門的穴道揤揤、掠掠咧，會當減輕無爽快的症頭。,"Thâu-khak nā teh gông ê sî, kā tshiú-mn̂g ê hia̍t-tō tshi̍h-tshi̍h, lia̍h-lia̍h--leh, ē-tàng kiám-khin bô sóng-khuài ê tsìng-thâu.","Thâu-khak nā teh gông ê sî, kā chhiú-mn̂g ê hia̍t-tō chhi̍h-chhi̍h, lia̍h-lia̍h--leh, ē-tàng kiám-khin bô sóng-khoài ê chèng-thâu.",29477-1-1.mp3,頭暈的時候，把手掌虎口的穴道按一按、抓一抓，可以減輕不舒適的症狀。,
29477,23094,1,拳頭師手門重，無細膩煞共這箍賊仔拍一下半小死。,"Kûn-thâu-sai tshiú-mn̂g tāng, bô-sè-jī suah kā tsit khoo tsha̍t-á phah tsi̍t-ē puànn-sió-sí.","Kûn-thâu-sai chhiú-mn̂g tāng, bô-sè-jī soah kā chit kho͘ chha̍t-á phah chi̍t-ē pòaⁿ-sió-sí.",29477-2-1.mp3,拳師手勁大，不小心竟然把這個小偷打個半死。,
29477,23094,2,夯石碾會當練手骨的筋肉佮手門的力頭。,Giâ-tsio̍h-lián ē-tàng liān tshiú-kut ê kin-bah kah tshiú-mn̂g ê la̍t-thâu.,Giâ-chio̍h-lián ē-tàng liān chhiú-kut ê kin-bah kah chhiú-mn̂g ê la̍t-thâu.,29477-2-2.mp3,舉重可以鍛練手臂的肌肉和虎口的力道。,
29478,23095,1,有一寡風景區對超過六十五歲的老大人，門票會當優待免支理。,"Ū tsi̍t-kuá hong-kíng-khu tuì tshiau-kuè la̍k-tsa̍p-gōo huè ê lāu-tuā-lâng, mn̂g-phiò ē-tàng iu-thāi bián tsi-lí.","Ū chi̍t-kóa hong-kéng-khu tùi chhiau-kòe la̍k-cha̍p-gō͘ hòe ê lāu-tōa-lâng, mn̂g-phiò ē-tàng iu-thāi bián chi-lí.",29478-1-1.mp3,有一些風景區對超過六十五歲的長輩，有免收門票的優惠。,
29478,23096,1,食老矣，厝裡的代誌攏放予少年的去支理矣。,"Tsia̍h-lāu--ah, tshù--lí ê tāi-tsì lóng pàng hōo siàu-liân--ê khì tsi-lí--ah.","Chia̍h-lāu--ah, chhù--lí ê tāi-chì lóng pàng hō͘ siàu-liân--ê khì chi-lí--ah.",29478-2-1.mp3,年紀大了，家裡的事情都交給年輕人去處理了。,
29480,23098,1,阿榮仔退休了後，逐工閒仙仙，共後生鬥顧店罔做體藝，順紲看頭看尾。,"A-îng--á thè-hiu liáu-āu, ta̍k-kang îng-sian-sian, kā hāu-senn tàu kòo tiàm bóng tsò-thé-gē, sūn-suà khuànn-thâu-khuànn-bué.","A-êng--á thè-hiu liáu-āu, ta̍k-kang êng-sian-sian, kā hāu-seⁿ tàu kò͘ tiàm bóng chò-thé-gē, sūn-sòa khòaⁿ-thâu-khòaⁿ-bóe.",29480-1-1.mp3,阿榮退休以後，成天閒著，幫兒子看店當做消遣，順便瞻前顧後有個照應。,
29483,23099,1,見若欲選舉，畫山畫水的候選人濟甲窒倒街，咱目睭愛擘予金，毋通予𪜶騙去。,"Kiàn-nā beh suán-kí, uē-san-uē-suí ê hāu-suán-jîn tsē kah that-tó-ke, lán ba̍k-tsiu ài peh hōo kim, m̄-thang hōo in phiàn--khì.","Kiàn-nā beh soán-kí, ōe-san-ōe-súi ê hāu-soán-jîn chē kah that-tó-ke, lán ba̍k-chiu ài peh hō͘ kim, m̄-thang hō͘ in phiàn--khì.",29483-1-1.mp3,每當要選舉，大吹法螺的候選人不勝枚舉，我們務必要睜大眼睛，不要被他們騙了。,
29485,23100,1,若講著選舉佮政治，伊就一支喙若機關銃，愈講愈有紲，真正無伊法。,"Nā kóng-tio̍h suán-kí kah tsìng-tī, i tō tsi̍t ki tshuì ná ki-kuan-tshìng, jú kóng jú ū-suà, tsin-tsiànn bô i huat.","Nā kóng-tio̍h soán-kí kah chèng-tī, i tō chi̍t ki chhùi ná ki-koan-chhèng, jú kóng jú ū-sòa, chin-chiàⁿ bô i hoat.",29485-1-1.mp3,一談到選舉跟政治，他的嘴就如機關槍，愈說愈起勁，真是拿他沒辦法。,
29489,23101,1,伊這款執硬的性癖若攏毋改，緊縒慢會食著鹼。,"I tsit khuán tsip-ngē ê sìng-phiah nā lóng m̄ kái, kín-tsua̍h-bān ē tsia̍h-tio̍h-kinn.","I chit khoán chip-ngē ê sèng-phiah nā lóng m̄ kái, kín-choa̍h-bān ē chia̍h-tio̍h-kiⁿ.",29489-1-1.mp3,他這種固執不知變通的個性若不改變，早晚會吃到苦頭。,
29490,23104,1,爸母若有認真管教，囡仔一定會成款。,"Pē-bú nā ū jīn-tsin kuán-kà, gín-á it-tīng ē tsiânn-khuán.","Pē-bú nā ū jīn-chin koán-kà, gín-á it-tēng ē chiâⁿ-khoán.",29490-1-1.mp3,父母要是認真管教，小孩一定會像樣。,
29491,23102,1,𪜶兜遐濟囡仔內底，干焦伊較上範。,"In tau hiah tsē gín-á lāi-té, kan-na i khah tsiūnn-pān.","In tau hiah chē gín-á lāi-té, kan-na i khah chiūⁿ-pān.",29491-1-1.mp3,他們家眾多的小孩裡面，只有他比較像樣。,
29491,23103,1,咱欲去大間公司允頭路，愛穿較成樣的西裝才會上範。,"Lán beh khì tuā king kong-si ín-thâu-lōo, ài tshīng khah tsiânn-iūnn ê se-tsong tsiah ē tsiūnn-pān.","Lán beh khì tōa keng kong-si ín-thâu-lō͘, ài chhēng khah chiâⁿ-iūⁿ ê se-chong chiah ē chiūⁿ-pān.",29491-2-1.mp3,我們要去大的公司面試，要穿比較像樣的西裝穿才算得體。,
29493,23105,1,遐爾幼茈的囡仔，猶毋捌世事咧。,"Hiah-nī iù-tsínn ê gín-á, iáu m̄ bat sè-sū--leh.","Hiah-nī iù-chíⁿ ê gín-á, iáu m̄ bat sè-sū--leh.",29493-1-1.mp3,年紀那麼幼嫩的小孩，還不懂人情世故啦。,
29493,23106,1,歹勢，我煮食的經驗猶真幼茈，望你多多牽教。,"Pháinn-sè, guá tsú-tsia̍h ê king-giām iáu tsin iù-tsínn, bāng lí to-to khan-kà.","Pháiⁿ-sè, góa chú-chia̍h ê keng-giām iáu chin iù-chíⁿ, bāng lí to-to khan-kà.",29493-2-1.mp3,抱歉，我烹飪的經驗還很不足，還請您多多指教。,
29493,23106,2,伊這改想欲出來選立法委員，我感覺猶傷幼茈，等後擺啦。,"I tsit kái siūnn-beh tshut-lâi suán li̍p-huat uí-uân, guá kám-kak iáu siunn iù-tsínn, tán āu-pái--lah.","I chit kái siūⁿ-beh chhut-lâi soán li̍p-hoat úi-oân, góa kám-kak iáu siuⁿ iù-chíⁿ, tán āu-pái--lah.",29493-2-2.mp3,他這次想要出來選立法委員，我覺得資歷太淺，等下次啦。,
29495,23107,1,蹌跤雞佮覕相揣攏是較早的囡仔上愛的囡仔耍。,Tshiáng-kha-ke kah bih-sio-tshuē lóng sī khah-tsá ê gín-á siōng ài ê gín-á-sńg.,Chhiáng-kha-ke kah bih-sio-chhōe lóng sī khah-chá ê gín-á siōng ài ê gín-á-sńg.,29495-1-1.mp3,跳房子和捉迷藏都是以前的孩子最喜愛的遊戲。,
29495,23108,1,尪仔標、干樂佮樹奶攏是予人真數念的囡仔耍。,"Ang-á-phiau, kan-lo̍k kah tshiū-ling lóng sī hōo lâng tsin siàu-liām ê gín-á-sńg.","Ang-á-phiau, kan-lo̍k kah chhiū-leng lóng sī hō͘ lâng chin siàu-liām ê gín-á-sńg.",29495-2-1.mp3,圓紙牌、陀螺和橡皮筋都是讓人懷念再三的童玩。,
29496,23109,1,彼个外國傳教士為著欲佇臺灣傳教，台語學甲端的閣滑溜。,"Hit ê guā-kok thuân-kàu-sū uī-tio̍h beh tī Tâi-uân thuân-kàu, Tâi-gí o̍h kah tuan-tiah koh ku̍t-liū.","Hit ê gōa-kok thoân-kàu-sū ūi-tio̍h beh tī Tâi-oân thoân-kàu, Tâi-gí o̍h kah toan-tiah koh ku̍t-liū.",29496-1-1.mp3,那個外國傳教士為了要在臺灣傳教，臺灣台語學得道地又流利。,
29498,23110,1,彼尾鰗鰡誠滑溜，若無掛手橐仔，免數想欲掠伊會著。,"Hit bué hôo-liu tsiânn ku̍t-liu, nā bô kuà tshiú-lok-á, bián siàu-siūnn beh lia̍h i ē tio̍h.","Hit bóe hô͘-liu chiâⁿ ku̍t-liu, nā bô kòa chhiú-lok-á, bián siàu-siūⁿ beh lia̍h i ē tio̍h.",29498-1-1.mp3,那條泥鰍全身滑溜溜，沒戴手套，休想抓得住牠。,
29498,23111,1,王經理做人誠滑溜，攏袂得失人，彼是佇生理場練欲三十冬才有法度按呢。,"Ông king-lí tsò-lâng tsiânn ku̍t-liu, lóng bē tik-sit--lâng, he sī tī sing-lí-tiûnn liān beh sann-tsa̍p tang tsiah ū-huat-tōo án-ne.","Ông keng-lí chò-lâng chiâⁿ ku̍t-liu, lóng bē tek-sit--lâng, he sī tī seng-lí-tiûⁿ liān beh saⁿ-cha̍p tang chiah ū-hoat-tō͘ án-ne.",29498-2-1.mp3,王經理為人圓滑，都不會得罪人，那是在商業界練了將近三十年才有辦法如此。,
29499,23112,1,這隻蠘仔捏著冇心冇心，根本無肉。,"Tsit tsiah tshi̍h-á tēnn tio̍h phànn-sim-phànn-sim, kin-pún bô bah.","Chit chiah chhi̍h-á tēⁿ tio̍h phàⁿ-sim-phàⁿ-sim, kin-pún bô bah.",29499-1-1.mp3,這隻梭子蟹捏起來並不紮實，根本沒什麼肉。,
29499,23112,2,原來這塊柴是冇心的，莫怪提著遮爾仔輕。,"Guân-lâi tsit tè tshâ sī phànn-sim--ê, bo̍k-kuài the̍h tio̍h tsiah-nī-á khin.","Goân-lâi chit tè chhâ sī phàⁿ-sim--ê, bo̍k-koài the̍h tio̍h chiah-nī-á khin.",29499-1-2.mp3,原來這塊木柴的內部質地疏鬆，難怪拿起來如此輕。,
29502,23114,1,自從老頭家過身了後，這个家族就漸漸衰頹矣。,"Tsū-tsiông lāu thâu-ke kuè-sin liáu-āu, tsit ê ka-tso̍k tō tsiām-tsiām sue-tuê--ah.","Chū-chiông lāu thâu-ke kòe-sin liáu-āu, chit ê ka-cho̍k tō chiām-chiām soe-tôe--ah.",29502-1-1.mp3,自從老當家過世後，這個家族就漸漸沒落了。,
29506,23115,1,我用米管量三管米囥落去電鍋煮。,Guá īng bí-kńg niû sann kńg bí khǹg lo̍h-khì tiān-ko tsú.,Góa ēng bí-kńg niû saⁿ kńg bí khǹg lo̍h-khì tiān-ko chú.,29506-1-1.mp3,我用量米杯量了三杯的米放進電鍋裡煮。,
29507,23364,1,咱歲數有矣，食食就愛較注意咧。,"Lán huè-sòo ū--ah, tsia̍h-si̍t tō ài khah tsù-ì--leh.","Lán hòe-sò͘ ū--ah, chia̍h-si̍t tō ài khah chù-ì--leh.",29507-1-1.mp3,咱們歲數大了，飲食就要多注意些。,
29508,23116,1,目一下𥍉，咱歲聲都六十捅矣。,"Ba̍k tsi̍t-ē nih, lán huè-siann to la̍k-tsa̍p-thóng--ah.","Ba̍k chi̍t-ē nih, lán hòe-siaⁿ to la̍k-cha̍p-thóng--ah.",29508-1-1.mp3,一眨眼，我們年紀都已經六十出頭了。,
29513,23119,1,灶跤的銅鼎仔便若用過，一定愛洗予清氣，才通收起來囥。,"Tsàu-kha ê tâng-tiánn-á piān-nā īng--kuè, it-tīng ài sé hōo tshing-khì, tsiah thang siu khí-lâi khǹg.","Chàu-kha ê tâng-tiáⁿ-á piān-nā ēng--kòe, it-tēng ài sé hō͘ chheng-khì, chiah thang siu khí-lâi khǹg.",29513-1-1.mp3,廚房的炊具只要用過，絕對要把它洗乾淨，才能收起來。,
29514,23391,1,伊甲若無想欲讀電機，你就莫共逼矣。,"I kah-nā bô siūnn-beh tha̍k tiān-ki, lí tō mài kā pik--ah.","I kah-nā bô siūⁿ-beh tha̍k tiān-ki, lí tō mài kā pek--ah.",29514-1-1.mp3,他既然不想讀電機，你就別逼他了。,
29514,23392,1,你共伊講，伊甲若毋聽，也無路用。,"Lí kā i kóng, i kah-nā m̄ thiann, iā bô-lōo-īng.","Lí kā i kóng, i kah-nā m̄ thiaⁿ, iā bô-lō͘-ēng.",29514-2-1.mp3,你跟他說，他如果不聽，也沒有用。,
29515,23379,1,頂擺你共我壘的錢若甲無才調還，無你就提你彼坵田來拄。,"Tíng-pái lí kā guá luí ê tsînn nā-kah bô tsâi-tiāu hîng, bô lí tō the̍h lí hit khu tshân lâi tú.","Téng-pái lí kā góa lúi ê chîⁿ nā-kah bô châi-tiāu hêng, bô lí tō the̍h lí hit khu chhân lâi tú.",29515-1-1.mp3,上次你跟我借的錢既然無法返還，不然你就拿你那塊田地來抵債。,
29515,23380,1,生理若甲做會起來，一定袂枵飢失頓。,"Sing-lí nā-kah tsò ē khí--lâi, it-tīng bē iau-ki-sit-tǹg.","Seng-lí nā-kah chò ē khí--lâi, it-tēng bē iau-ki-sit-tǹg.",29515-2-1.mp3,生意如果做得起來，肯定不會三餐不繼。,
29516,23120,1,咱敢毋是講欲隨人出寡來投資做生理，甲是攏無人欲出錢，規氣煞去莫閣講。,"Lán kám m̄ sī kóng beh suî-lâng tshut--kuá lâi tâu-tsu tsò-sing-lí, kah-sī lóng bô lâng beh tshut-tsînn, kui-khì suah--khì mài koh kóng.","Lán kám m̄ sī kóng beh sûi-lâng chhut--kóa lâi tâu-chu chò-seng-lí, kah-sī lóng bô lâng beh chhut-chîⁿ, kui-khì soah--khì mài koh kóng.",29516-1-1.mp3,我們不是說要每人拿出一些錢投資做生意，既然沒有人要出錢，乾脆算了別再提。,
